" Cloud Service Provider"," Cloud Service Offering"," Type"," Service Model"," Leveraged A T O"," Authorization Date"," Announcement Date"," Agency"," Subagency"," Independent Assessor"," Package Id"
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Federal Housing Finance Agency,FHFA Office of the Inspector General,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Council of the Inspectors General on Integrity and Efficiency,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Health and Human Services,Food and Drug Administration,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Executive Office of the President,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,National Science Foundation,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Education,,,FR1825941347
"Zoom Video Communications, LLC",Zoom for Government,Agency,SaaS,Yes,,,Department of Homeland Security,Federal Emergency Management Agency,,FR1825941347
Zscaler,Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,No,11/19/2018,12/14/2018,Federal Communications Commission,,"Schellman & Company, LLC",FR1720454205
Zscaler,Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Federal Trade Commission,,,FR1720454205
Zscaler,Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of State,State Office of the Inspector General,,FR1720454205
Zscaler,Zscaler Internet Access – Government (Secure Web Gateway – vTIC),Agency,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1720454205
Zscaler,Zscaler Internet Access – Government (Secure Web Gateway – vTIC) - High,Agency,SaaS,No,,,Department of Defense,,"Schellman & Company, LLC",FR1720454205A
Zscaler,Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,No,04/21/2020,04/29/2020,JAB Authorization,,"Schellman & Company, LLC",FR1719759604
Zscaler,Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,Yes,,,Federal Communications Commission,,,FR1719759604
Zscaler,Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,Yes,,,Department of State,State Office of the Inspector General,,FR1719759604
Zscaler,Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,Yes,,,Federal Trade Commission,,,FR1719759604
Zscaler,Zscaler Private Access – Government (Zero Trust Networking – VPN Replacement),JAB,SaaS,Yes,,,Department of Health and Human Services,Centers for Disease Control and Prevention,,FR1719759604
